IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Stray,2011,April,BENGAL - ABYSSINIAN,Youth - Younger than 1 year,MALE,true,MED,BLK TABBY,2011,Other
Disposal Request by Public,2012,October,,Older than 7 years,MALE,true,SMALL,BLACK,2012,Other
Stray,2012,April,,,MALE,true,MED,GRAY TABBY,2012,Euthanized
Stray,2011,July,RAT TERRIER - MIX,Youth - Younger than 1 year,FEMALE,true,SMALL,TRICOLOR,2011,Other
Owner Surrender,2011,August,LHASA APSO - LHASA APSO,Older than 1 year,FEMALE,true,SMALL,BROWN,2011,Home
Stray,2011,September,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,CALICO,2012,Other
Owner Surrender,2011,February,,Older than 7 years,FEMALE,true,MED,BLACK,2011,Euthanized
Foster Return,2012,July,,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Home
Owner Surrender,2012,February,LABRADOR RETR - GOLDEN RETR,Infant - Younger than 6 months,MALE,true,PUPPY,YELLOW,2012,Home
Stray,2011,August,,,MALE,false,KITTN,ORG TIGER,2011,Euthanized
Stray,2011,August,GERM SHEPHERD - MIX,Infant - Younger than 6 months,MALE,false,PUPPY,TAN,2011,Other
Stray,2011,November,,,UNKNOWN,false,KITTN,ORG TABBY,2011,Other
Owner Surrender,2011,June,,,FEMALE,false,MED,BUFF,2011,Euthanized
Stray,2011,August,,Older than 1 year,MALE,true,LARGE,ORG TABBY,2011,Home
Stray,2012,June,,Older than 7 years,FEMALE,true,MED,BROWN,2012,Euthanized
Stray,2012,May,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TIGER,2012,Other
Owner Surrender,2011,July,,,FEMALE,false,SMALL,BROWN,2011,Home
Stray,2011,June,,Infant - Younger than 6 months,MALE,true,LARGE,BROWN,2011,Home
Stray,2011,January,PAPILLON - WELSH CORGI CAR,,MALE,false,SMALL,WHITE,2011,Other
Stray,2011,June,BEAGLE - MIX,,FEMALE,false,PUPPY,SABLE,2011,Other
Stray,2012,May,,,FEMALE,false,KITTN,BLACK,2012,Euthanized
Owner Surrender,2012,February,,Older than 7 years,MALE,true,SMALL,WHITE,2012,Euthanized
Owner Surrender,2011,March,PIT BULL - MIX,Older than 1 year,MALE,true,LARGE,BLACK,2011,Euthanized
Owner Surrender,2012,February,MANCHESTER TERR - BEAGLE,Older than 1 year,MALE,true,MED,BLACK,2012,Home
Stray,2012,June,CHIHUAHUA SH - BEAGLE,Older than 1 year,MALE,true,SMALL,TAN,2012,Home
Stray,2012,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Stray,2011,May,BEARDED COLLIE - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,WHITE,2011,Home
Stray,2011,April,GERM SHEPHERD - GREAT DANE,Infant - Younger than 6 months,MALE,true,PUPPY,BROWN,2011,Home
Stray,2011,January,,Infant - Younger than 6 months,FEMALE,false,SMALL,BLACK,2011,Euthanized
Reported Lost by Public,2012,September,,,MALE,false,SMALL,UNKNOWN,2012,Other
Owner Surrender,2011,August,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Other
Stray,2011,November,CAIRN TERRIER - POODLE MIN,Older than 1 year,MALE,true,SMALL,APRICOT,2011,Home
Stray,2011,February,,,FEMALE,false,SMALL,BLACK,2011,Euthanized
Owner Surrender,2012,August,LABRADOR RETR - MIX,,MALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2011,December,,Older than 1 year,MALE,false,MED,TRICOLOR,2012,Other
Stray,2011,July,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TABBY,2011,Home
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012,Euthanized
Stray,2012,August,,Older than 7 years,UNKNOWN,false,TOY,TAN,2012,Other
Out Patient Spay or Neuter,2011,April,PIT BULL - MIX,Youth - Younger than 1 year,MALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2012,August,,Older than 7 years,MALE,false,LARGE,BLACK,2012,Euthanized
Stray,2012,February,SHIH TZU - MIX,Older than 1 year,FEMALE,true,SMALL,WHITE,2012,Home
Stray,2012,April,,,UNKNOWN,false,MED,BLACK,2012,Euthanized
Stray,2011,July,,,FEMALE,false,MED,CALICO,2011,Euthanized
Owner Surrender,2012,July,,Older than 1 year,UNKNOWN,false,MED,WHITE,2012,Euthanized
Owner Surrender,2011,October,,,MALE,false,MED,GRAY,2011,Euthanized
Stray,2011,August,,Older than 7 years,FEMALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2011,September,GERM SHEPHERD - MIX,Older than 1 year,MALE,true,MED,BLACK,2011,Euthanized
Stray,2012,June,BEAGLE - PUG,Older than 1 year,FEMALE,false,MED,TAN,2012,Other
Stray,2011,January,PIT BULL - MIX,,MALE,false,PUPPY,WHITE,2011,Euthanized
Stray,2011,December,,Older than 1 year,FEMALE,true,LARGE,BL BRINDLE,2012,Other
Owner Surrender,2011,December,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,2011,Euthanized
Foster Return,2012,July,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,2012,Home
Owner Surrender,2011,May,LABRADOR RETR - BEAGLE,Youth - Younger than 1 year,FEMALE,true,PUPPY,BLACK,2011,Home
Stray,2011,May,,Infant - Younger than 6 months,MALE,false,KITTN,BLK TIGER,2011,Euthanized
Stray,2011,April,,,UNKNOWN,false,KITTN,GRAY,2011,Other
Owner Surrender,2012,February,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Other
Owner Surrender,2011,July,ENG COCKER SPAN - BEAGLE,Older than 1 year,MALE,true,MED,BLACK,2011,Other
Stray,2011,May,RHOD RIDGEBACK - MIX,,MALE,true,LARGE,RED,2011,Other
Stray,2012,February,,Older than 1 year,FEMALE,false,MED,TORTIE,2012,Home
Owner Surrender,2011,April,,,FEMALE,false,MED,FLAME PT,2011,Euthanized
Stray,2012,March,,Older than 1 year,MALE,true,MED,CHOCOLATE,2012,Home
Stray,2012,April,,,UNKNOWN,false,KITTN,GRAY TABBY,2012,Euthanized
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TIGER,2012,Other
Stray,2012,July,,Older than 1 year,MALE,false,MED,BLUE TIGER,2012,Other
Stray,2011,July,,Infant - Younger than 6 months,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2012,August,MASTIFF - MIX,Older than 7 years,MALE,true,X-LRG,YELLOW,2012,Home
Stray,2011,April,,,MALE,true,LARGE,TAN,2011,Other
Stray,2011,October,,,FEMALE,false,MED,ORANGE,2011,Euthanized
Owner Surrender,2011,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,CALICO,2011,Euthanized
Foster Return,2012,September,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2012,Home
Owner Surrender,2012,January,POINTER - PIT BULL,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Owner Surrender,2012,January,,Infant - Younger than 6 months,FEMALE,true,PUPPY,WHITE,2012,Other
Stray,2012,August,,Older than 1 year,FEMALE,false,MED,BLACK,2012,Euthanized
Foster Return,2012,June,,,MALE,true,KITTN,SEAL PT,2012,Home
Owner Surrender,2011,July,,Older than 1 year,FEMALE,false,MED,GRAY TABBY,2011,Euthanized
Foster Return,2012,July,,Older than 1 year,FEMALE,true,MED,WHITE,2012,Home
Stray,2011,October,CHIHUAHUA SH - MIX,Older than 1 year,MALE,true,SMALL,TAN,2011,Home
Stray,2011,October,,,UNKNOWN,false,KITTN,BLACK,2011,Other
Foster Return,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY TABBY,2012,Home
Stray,2011,June,,,MALE,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2012,May,,Older than 1 year,FEMALE,true,MED,BLACK,2012,Home
Stray,2012,July,SHIH TZU - MIX,Older than 1 year,MALE,false,SMALL,GRAY,2012,Other
Stray,2011,March,,,MALE,false,KITTN,BLK TABBY,2011,Other
Stray,2012,August,,Older than 1 year,FEMALE,true,MED,CALICO,2012,Other
Owner Surrender,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012,Other
Stray,2011,May,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,January,COCKER SPAN - AUST SHEPHERD,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Home
Owner Surrender,2011,November,,Older than 1 year,MALE,true,MED,GRAY,2011,Home
Stray,2011,August,BOSTON TERRIER - POINTER,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Stray,2011,March,,,UNKNOWN,false,LARGE,BLACK,2011,Euthanized
Stray,2011,February,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2012,June,,Older than 1 year,FEMALE,false,MED,GRAY,2012,Euthanized
Owner Surrender,2011,November,,Older than 1 year,FEMALE,true,MED,GRAY TIGER,2011,Euthanized
Owner Surrender,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,ORANGE,2012,Other
Owner Surrender,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,July,,,FEMALE,false,MED,ORANGE,2011,Euthanized
Owner Surrender,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,ORANGE,2012,Euthanized
Stray,2011,February,,,MALE,false,MED,BLACK,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2011,April,LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,November,,Infant - Younger than 6 months,MALE,false,SMALL,BRN TABBY,2011,Other
Stray,2012,April,,,FEMALE,true,MED,BLACK,2012,Other
Stray,2011,December,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2012,April,GERM SHEPHERD - MIX,Older than 1 year,MALE,true,LARGE,WHITE,2012,Home
Stray,2011,November,,Older than 1 year,FEMALE,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,June,,,FEMALE,false,KITTN,TORTIE,2011,Euthanized
Owner Surrender,2011,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,2011,Other
Stray,2011,June,,,MALE,false,LARGE,WHITE,2011,Euthanized
Owner Surrender,2012,April,LABRADOR RETR - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Other
Stray,2011,March,,Older than 7 years,FEMALE,true,SMALL,WHITE,2011,Home
Foster Return,2011,August,MALTESE - MIX,Older than 7 years,FEMALE,false,MED,WHITE,2011,Euthanized
Owner Surrender,2011,August,GERM SHEPHERD - MIX,Youth - Younger than 1 year,MALE,true,MED,RED,2011,Other
Stray,2012,June,,Youth - Younger than 1 year,MALE,false,KITTN,WHITE,2012,Euthanized
Stray,2011,May,,,FEMALE,false,SMALL,GRAY,2011,Euthanized
Owner Surrender,2011,May,CHOW CHOW - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2011,Home
Stray,2011,March,,,FEMALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2012,July,,Older than 7 years,MALE,false,X-LRG,GOLD,2012,Euthanized
Out Patient Spay or Neuter,2011,March,PIT BULL - LABRADOR RETR,Infant - Younger than 6 months,FEMALE,true,MED,BR BRINDLE,2011,Other
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2012,Other
Owner Surrender,2011,October,,Older than 1 year,FEMALE,false,MED,GRAY TABBY,2011,Euthanized
Owner Surrender,2012,June,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,BROWN,2012,Other
Stray,2011,March,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Owner Surrender,2011,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,2011,Home
Stray,2012,July,,Youth - Younger than 1 year,MALE,true,SMALL,WHITE,2012,Other
Owner Surrender,2011,November,,,MALE,false,MED,GRAY,2011,Euthanized
Owner Surrender,2011,June,LABRADOR RETR - MIX,Older than 7 years,MALE,false,MED,YELLOW,2011,Euthanized
Stray,2012,May,,Infant - Younger than 6 months,MALE,false,KITTN,BLK TABBY,2012,Other
Owner Surrender,2011,July,,Infant - Younger than 6 months,FEMALE,true,SMALL,WHITE,2011,Home
Stray,2011,June,,,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,March,JACK RUSS TER - BEAGLE,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,2011,Home
Stray,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Impound,2011,August,,,MALE,false,MED,BROWN,2011,Other
Stray,2012,May,,,UNKNOWN,false,LARGE,GRAY TIGER,2012,Other
Stray,2011,April,,,UNKNOWN,false,MED,GRAY TABBY,2011,Euthanized
Owner Surrender,2011,August,BEAGLE - JACK RUSS TER,Older than 1 year,MALE,true,MED,BROWN,2011,Home
Stray,2011,September,,,FEMALE,false,KITTN,BLK TIGER,2011,Euthanized
Owner Surrender,2011,November,ROTTWEILER - CHOW CHOW,Older than 1 year,MALE,false,LARGE,BLACK,2011,Euthanized
Impound,2012,May,,,FEMALE,false,SMALL,BLACK,2012,Other
Owner Surrender,2011,March,,Older than 1 year,FEMALE,true,LARGE,BLK TABBY,2011,Other
Stray,2012,August,,Older than 1 year,FEMALE,false,MED,BLUE,2012,Other
Stray,2011,June,,,FEMALE,false,LARGE,ORG TABBY,2011,Euthanized
Owner Surrender,2011,March,,,FEMALE,false,MED,GRAY,2011,Euthanized
Stray,2011,January,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2011,May,,Infant - Younger than 6 months,MALE,false,KITTN,BLK TABBY,2011,Euthanized
Owner Surrender,2011,May,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2011,Home
Owner Surrender,2011,August,CHOW CHOW - MIX,,FEMALE,false,LARGE,BLACK,2011,Euthanized
Impound,2011,January,PUG - MIX,Older than 1 year,FEMALE,true,SMALL,BROWN,2011,Home
Stray,2011,June,GOLDEN RETR - MIX,Older than 1 year,MALE,true,LARGE,RED,2011,Home
Owner Surrender,2011,July,,,FEMALE,false,KITTN,CALICO,2011,Other
Stray,2011,July,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2011,July,BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,TRICOLOR,2011,Home
Disposal Request by Public,2012,May,,,FEMALE,true,SMALL,TRICOLOR,2012,Other
Stray,2011,March,PIT BULL - MIX,,FEMALE,false,MED,GRAY,2011,Euthanized
Stray,2011,September,,,FEMALE,false,KITTN,SEAL PT,2011,Other
Stray,2011,June,,,MALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2012,February,,Older than 1 year,FEMALE,false,MED,WHITE,2012,Euthanized
Owner Surrender,2012,March,,Older than 1 year,FEMALE,false,SMALL,BLACK,2012,Euthanized
Stray,2012,May,,Older than 1 year,MALE,true,MED,BLACK,2012,Other
Owner Surrender,2011,January,,Older than 7 years,FEMALE,true,SMALL,BLACK,2011,Euthanized
Stray,2011,July,AIREDALE TERR - MIX,Youth - Younger than 1 year,MALE,true,MED,BROWN,2011,Home
Stray,2011,January,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,2011,Other
Stray,2011,December,,Older than 7 years,FEMALE,false,SMALL,WHITE,2011,Euthanized
Stray,2011,March,,,MALE,false,SMALL,BLACK,2011,Other
Foster Return,2012,May,,,UNKNOWN,false,KITTN,TORTIE,2012,Euthanized
Owner Surrender,2011,January,,,MALE,false,MED,BROWN,2011,Euthanized
Reported Lost by Public,2012,September,,,MALE,false,SMALL,UNKNOWN,2012,Other
Owner Surrender,2012,August,,Older than 1 year,FEMALE,true,SMALL,TORTIE,2012,Euthanized
Stray,2011,June,,Older than 1 year,FEMALE,true,MED,WHITE,2011,Home
Foster Return,2012,March,GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Home
Owner Surrender,2011,April,,Youth - Younger than 1 year,FEMALE,false,SMALL,GRAY,2011,Euthanized
Owner Surrender,2012,July,,Youth - Younger than 1 year,MALE,true,SMALL,TAN,2012,Home
Stray,2012,January,COCKER SPAN - POODLE MIN,Older than 1 year,MALE,true,MED,BLACK,2012,Home
Stray,2011,December,,,FEMALE,false,KITTN,GRAY TABBY,2011,Other
Stray,2011,February,,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2011,Other
Stray,2011,April,,,UNKNOWN,false,LARGE,BLACK,2011,Other
Stray,2012,May,,Youth - Younger than 1 year,MALE,true,MED,BROWN,2012,Other
Stray,2011,December,,,MALE,false,MED,BROWN,2011,Euthanized
Stray,2012,September,ALASKAN HUSKY - MIX,Youth - Younger than 1 year,MALE,false,LARGE,BROWN,2012,Other
Stray,2012,May,,,MALE,false,MED,WHITE,2012,Euthanized
Stray,2011,June,,,FEMALE,false,LARGE,BROWN,2011,Home
Stray,2011,May,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Owner Surrender,2012,January,,Older than 7 years,MALE,true,MED,BLACK,2012,Euthanized
Owner Surrender,2012,June,,Older than 1 year,FEMALE,false,MED,GRAY,2012,Euthanized
Stray,2012,February,,Older than 1 year,UNKNOWN,false,LARGE,GRAY,2012,Euthanized
Stray,2012,June,,Youth - Younger than 1 year,FEMALE,false,MED,GRAY,2012,Euthanized
Owner Surrender,2011,November,,,FEMALE,false,KITTN,CALICO,2011,Other
Owner Surrender,2011,June,PIT BULL - MIX,Infant - Younger than 6 months,MALE,false,LARGE,BLACK,2011,Euthanized
Owner Surrender,2012,August,PEKINGESE - MIX,,MALE,false,SMALL,BUFF,2012,Other
Owner Surrender,2011,June,POMERANIAN - CHOW CHOW,Older than 7 years,MALE,false,SMALL,BLACK,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2011,July,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Foster Return,2011,September,ITAL GREYHOUND - RAT TERRIER,Youth - Younger than 1 year,MALE,true,SMALL,BLUE,2011,Home
Owner Surrender,2012,July,PIT BULL - NEWFOUNDLAND,Infant - Younger than 6 months,FEMALE,false,PUPPY,BR BRINDLE,2012,Euthanized
Foster Return,2012,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Home
Owner Surrender,2012,June,PIT BULL - MIX,Youth - Younger than 1 year,FEMALE,true,PUPPY,WHITE,2012,Home
Stray,2011,February,,Older than 1 year,MALE,true,LARGE,BLUE,2011,Other
Impound,2011,November,ROTTWEILER - MIX,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2012,May,,Older than 1 year,MALE,true,LARGE,GRAY,2012,Home
Stray,2011,February,ROTTWEILER - MIX,,MALE,false,X-LRG,BLACK,2011,Euthanized
Owner Surrender,2012,September,,Older than 1 year,FEMALE,false,LARGE,BLACK,2012,Euthanized
Owner Surrender,2011,June,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2012,June,,Older than 1 year,FEMALE,true,MED,GRAY,2012,Other
Stray,2011,November,,Youth - Younger than 1 year,MALE,true,TOY,BLACK,2011,Home
Stray,2011,June,,,MALE,false,MED,BLACK,2011,Home
Owner Surrender,2012,April,,Older than 1 year,MALE,false,LARGE,BR BRINDLE,2012,Euthanized
Stray,2012,January,,,FEMALE,false,SMALL,BRN TABBY,2012,Euthanized
Owner Surrender,2011,March,,Older than 7 years,MALE,true,LARGE,BLACK,2011,Euthanized
Owner Surrender,2012,September,,Older than 7 years,MALE,true,MED,BROWN,2012,Other
Owner Surrender,2011,May,,,MALE,false,KITTN,BLACK,2011,Other
Stray,2011,November,BORDER COLLIE - MIX,Older than 1 year,FEMALE,true,LARGE,BLACK,2011,Home
Stray,2012,April,,Older than 1 year,MALE,true,MED,BLACK,2012,Euthanized
Stray,2011,November,,,MALE,false,MED,BLACK,2011,Euthanized
Stray,2012,May,,,MALE,false,KITTN,BLACK,2012,Euthanized
Owner Surrender,2011,February,GERM SHEPHERD - MIX,,FEMALE,true,MED,BLACK,2011,Other
Owner Surrender,2011,July,,Older than 7 years,MALE,true,MED,BLACK,2011,Euthanized
Stray,2012,January,,Older than 1 year,MALE,false,MED,WHITE,2012,Euthanized
Owner Surrender,2012,August,PIT BULL - LABRADOR RETR,Older than 1 year,MALE,false,MED,BROWN,2012,Euthanized
Stray,2011,January,,,FEMALE,false,X-LRG,CALICO,2011,Euthanized
Stray,2012,September,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Stray,2012,August,,Youth - Younger than 1 year,FEMALE,false,MED,BR BRINDLE,2012,Euthanized
Stray,2011,January,,Youth - Younger than 1 year,MALE,true,SMALL,TAN,2011,Home
Stray,2011,August,,Older than 1 year,MALE,true,MED,BROWN,2011,Home
Owner Surrender,2011,November,PIT BULL - MIX,Infant - Younger than 6 months,MALE,false,PUPPY,TAN,2011,Euthanized
Stray,2012,March,,Older than 1 year,MALE,true,SMALL,BLACK,2012,Home
Owner Surrender,2012,March,,Youth - Younger than 1 year,FEMALE,false,MED,GRAY TABBY,2012,Euthanized
Out Patient Spay or Neuter,2011,March,,,FEMALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2011,July,LABRADOR RETR - BORDER COLLIE,Youth - Younger than 1 year,FEMALE,true,PUPPY,BLACK,2011,Home
Stray,2011,November,,Older than 7 years,FEMALE,true,LARGE,GRAY,2011,Home
Stray,2012,May,,,UNKNOWN,false,KITTN,BLACK,2012,Other
Out Patient Spay or Neuter,2011,February,,Older than 1 year,MALE,true,TOY,CHOCOLATE,2011,Other
Stray,2011,July,,Older than 1 year,FEMALE,true,TOY,WHITE,2011,Other
Stray,2012,January,,Older than 1 year,MALE,true,X-LRG,BLACK,2012,Home
Stray,2011,April,,,MALE,false,PUPPY,BLACK,2011,Euthanized
Stray,2011,April,,,FEMALE,false,SMALL,TORTIE PT,2011,Euthanized
Stray,2012,June,COLLIE SMOOTH - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,WHITE,2012,Other
Owner Surrender,2011,August,PIT BULL - MIX,,FEMALE,true,SMALL,BR BRINDLE,2011,Other
Owner Surrender,2011,June,,Older than 1 year,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2011,January,,,FEMALE,true,MED,BROWN,2011,Home
Owner Surrender,2011,May,GOLDEN RETR - AUST SHEPHERD,,MALE,false,PUPPY,BROWN,2011,Other
Stray,2011,February,,,UNKNOWN,false,LARGE,WHITE,2011,Euthanized
Stray,2011,February,GERM SHEPHERD - SIBERIAN HUSKY,Youth - Younger than 1 year,FEMALE,true,PUPPY,BROWN,2011,Home
Stray,2012,June,GERM SHEPHERD - ROTTWEILER,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2012,Other
Stray,2012,January,,Older than 7 years,FEMALE,true,LARGE,FAWN,2012,Home
Stray,2012,May,,,MALE,false,MED,BLACK,2012,Euthanized
Foster Return,2012,May,,,UNKNOWN,false,KITTN,BRN TABBY,2012,Euthanized
Stray,2011,October,,,UNKNOWN,false,MED,GRAY TIGER,2011,Euthanized
Stray,2012,June,BOXER - PIT BULL,Older than 1 year,MALE,true,MED,BLACK,2012,Home
Stray,2012,April,COCKER SPAN - MIX,Older than 1 year,MALE,true,MED,BLACK,2012,Other
Stray,2011,August,,,MALE,false,MED,TAN,2011,Euthanized
Disposal Request by Public,2012,August,ROTTWEILER - MIX,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Owner Surrender,2012,July,LABRADOR RETR - MIX,Older than 1 year,MALE,true,MED,BLACK,2012,Other
Stray,2011,August,,,UNKNOWN,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,January,BEAGLE - AUST SHEPHERD,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Home
Stray,2011,September,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,August,,,MALE,false,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,May,,Youth - Younger than 1 year,MALE,false,LARGE,BROWN,2011,Other
Stray,2011,April,,Older than 1 year,FEMALE,true,LARGE,BR BRINDLE,2011,Home
Stray,2012,August,,Older than 1 year,FEMALE,true,X-LRG,RED,2012,Home
Stray,2011,September,,,MALE,false,SMALL,WHITE,2011,Euthanized
Stray,2011,February,,Older than 1 year,FEMALE,true,LARGE,CALICO,2011,Home
Owner Surrender,2012,June,,Older than 1 year,FEMALE,true,X-LRG,BRN TABBY,2012,Euthanized
Owner Surrender,2011,September,LABRADOR RETR - PIT BULL,,MALE,false,MED,RED,2011,Other
Stray,2012,August,GERM SHEPHERD - MIX,Youth - Younger than 1 year,MALE,true,MED,BROWN,2012,Other
Stray,2011,April,,Older than 1 year,FEMALE,false,MED,RED,2011,Euthanized
Stray,2012,February,,Older than 1 year,MALE,false,MED,YELLOW,2012,Other
Owner Surrender,2011,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2011,Home
Stray,2011,April,,Older than 1 year,FEMALE,true,LARGE,RED,2011,Home
Owner Surrender,2012,July,,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Home
Owner Surrender,2011,June,IRISH TERRIER - SCOT DEERHOUND,Older than 1 year,MALE,true,MED,BLACK,2011,Other
Stray,2012,January,SIBERIAN HUSKY - SHIBA INU,,FEMALE,false,MED,BROWN,2012,Other
Stray,2011,August,,,MALE,false,MED,GRAY TIGER,2011,Euthanized
Stray,2011,January,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2011,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2011,July,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2011,Other
Owner Surrender,2012,February,,Older than 1 year,FEMALE,false,MED,BRN TABBY,2012,Other
Stray,2012,June,,,MALE,false,LARGE,BL BRINDLE,2012,Euthanized
Owner Surrender,2011,November,DACHSHUND - MIX,Youth - Younger than 1 year,MALE,true,PUPPY,TAN,2011,Home
Stray,2011,January,,,UNKNOWN,false,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,October,,,MALE,false,SMALL,TAN,2011,Euthanized
Stray,2012,July,DACHSHUND LH - MIX,Older than 7 years,FEMALE,false,SMALL,BLACK,2012,Other
Stray,2011,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,2011,Other
Owner Surrender,2011,December,,Older than 1 year,MALE,true,MED,RED,2012,Other
Owner Surrender,2011,July,,Older than 1 year,FEMALE,false,LARGE,WHITE,2011,Euthanized
Stray,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011,Other
Owner Surrender,2011,June,,Older than 1 year,FEMALE,false,LARGE,BROWN,2011,Euthanized
Owner Surrender,2011,February,ENG BULLDOG - BEAGLE,Youth - Younger than 1 year,MALE,true,MED,TAN,2011,Other
Owner Surrender,2012,June,,Older than 7 years,MALE,true,MED,BLACK,2012,Euthanized
Stray,2011,April,,,FEMALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,July,,Older than 7 years,MALE,true,MED,TAN,2011,Euthanized
Owner Surrender,2011,July,,,MALE,true,MED,WHITE,2011,Other
Stray,2011,June,,,FEMALE,false,KITTN,BLACK,2011,Home
Stray,2011,July,,,FEMALE,false,KITTN,CALICO,2011,Euthanized
Stray,2011,September,ROTTWEILER - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2011,Home
Stray,2011,June,ALASK MALAMUTE - MIX,,MALE,true,LARGE,WHITE,2011,Home
Stray,2011,March,,,MALE,true,SMALL,GRAY,2011,Home
