IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Stray,2011,August,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,2011,Other
Stray,2011,July,,,FEMALE,false,KITTN,BRN TABBY,2011,Euthanized
Owner Surrender,2012,January,BEAGLE - CHIHUAHUA SH,Older than 1 year,MALE,true,SMALL,TRICOLOR,2012,Home
Owner Surrender,2011,October,LHASA APSO - MIX,Older than 7 years,MALE,true,SMALL,GRAY,2011,Euthanized
Owner Surrender,2011,June,,,MALE,false,KITTN,BLK TABBY,2011,Other
Stray,2011,September,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Owner Surrender,2011,November,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY,2011,Euthanized
Stray,2011,October,,,FEMALE,false,SMALL,BLACK,2011,Other
Owner Surrender,2012,February,,Older than 1 year,FEMALE,false,MED,TORTIE,2012,Euthanized
Stray,2011,May,,,MALE,true,MED,BLACK,2011,Euthanized
Owner Surrender,2011,November,,Older than 7 years,MALE,true,SMALL,TAN,2011,Other
Stray,2011,July,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2011,Euthanized
Stray,2011,October,,,UNKNOWN,false,MED,WHITE,2011,Euthanized
Owner Surrender,2011,June,,Older than 1 year,MALE,false,PUPPY,BLACK,2011,Euthanized
Owner Surrender,2011,November,PIT BULL - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,WHITE,2011,Other
Foster Return,2011,December,,,FEMALE,false,KITTN,BLACK,2011,Other
Stray,2011,April,,,MALE,false,LARGE,BLACK,2011,Other
Stray,2011,February,,,FEMALE,false,LARGE,BROWN,2011,Euthanized
Owner Surrender,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,March,,Older than 1 year,MALE,true,TOY,RED,2011,Other
Owner Surrender,2012,April,,Older than 1 year,MALE,false,SMALL,WHITE,2012,Other
Foster Return,2012,February,PAPILLON - MIX,Older than 1 year,FEMALE,true,LARGE,BLACK,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,MALE,false,KITTN,ORG TABBY,2012,Euthanized
Owner Surrender,2011,October,,,FEMALE,false,KITTN,BLACK,2011,Euthanized
Stray,2012,June,,Older than 1 year,UNKNOWN,false,MED,ORG TIGER,2012,Euthanized
Stray,2012,June,,Older than 7 years,FEMALE,true,LARGE,TRICOLOR,2012,Other
Owner Surrender,2011,March,,,FEMALE,false,MED,BR BRINDLE,2011,Euthanized
Stray,2011,July,BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLUE,2011,Home
Owner Surrender,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,FLAME PT,2012,Other
Impound,2011,December,LABRADOR RETR - PIT BULL,,MALE,false,LARGE,BR BRINDLE,2012,Euthanized
Foster Return,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Home
Stray,2011,April,,,MALE,false,SMALL,BUFF,2011,Other
Stray,2012,April,JACK RUSS TER - MANCHESTER TERR,Older than 1 year,FEMALE,true,SMALL,BLACK,2012,Home
Owner Surrender,2011,June,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,2011,Euthanized
Stray,2011,January,,,FEMALE,false,LARGE,GRAY,2011,Euthanized
Stray,2011,November,,Older than 1 year,FEMALE,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,September,AUST CATTLE DOG - MIX,,MALE,true,MED,BLACK,2011,Other
Stray,2012,January,,Older than 1 year,FEMALE,false,SMALL,BLACK,2012,Other
Owner Surrender,2012,June,BOXER - MIX,Older than 7 years,MALE,true,LARGE,FAWN,2012,Euthanized
Stray,2012,April,JACK RUSS TER - MIX,Older than 1 year,MALE,true,SMALL,TAN,2012,Home
Owner Surrender,2011,February,,,UNKNOWN,false,KITTN,WHITE,2011,Other
Stray,2011,October,,Infant - Younger than 6 months,FEMALE,false,SMALL,BLACK,2011,Euthanized
Stray,2012,April,,Older than 1 year,FEMALE,true,MED,TORTIE,2012,Euthanized
Stray,2011,April,,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Stray,2012,January,,,MALE,false,LARGE,ORG TABBY,2012,Euthanized
Stray,2011,January,PIT BULL - BASENJI,,FEMALE,false,LARGE,TAN,2011,Euthanized
Owner Surrender,2012,March,BEAGLE - BORDER COLLIE,Infant - Younger than 6 months,FEMALE,true,PUPPY,TAN,2012,Home
Stray,2012,April,,,FEMALE,false,MED,GRAY,2012,Euthanized
Stray,2011,November,,Older than 7 years,MALE,true,MED,BLACK,2011,Euthanized
Owner Surrender,2011,February,,Older than 1 year,FEMALE,true,LARGE,RED,2011,Other
Stray,2012,March,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,2012,Home
Stray,2012,September,GERM SHEPHERD - MIX,Infant - Younger than 6 months,MALE,false,PUPPY,BROWN,2012,Other
Stray,2012,July,,Older than 1 year,UNKNOWN,false,LARGE,BROWN,2012,Euthanized
Owner Surrender,2012,February,,Older than 1 year,MALE,false,X-LRG,WHITE,2012,Euthanized
Owner Surrender,2011,February,,Older than 7 years,MALE,true,LARGE,BLACK,2011,Euthanized
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORG TABBY,2012,Other
Stray,2011,June,,,FEMALE,false,MED,BROWN,2011,Euthanized
Stray,2011,January,,Youth - Younger than 1 year,FEMALE,true,MED,GRAY,2011,Home
Stray,2011,December,,,UNKNOWN,false,LARGE,BLACK,2012,Euthanized
Stray,2011,August,,Infant - Younger than 6 months,MALE,false,KITTN,WHITE,2011,Euthanized
Stray,2011,September,BOXER - MIX,Older than 1 year,MALE,true,MED,TAN,2011,Home
Foster Return,2012,July,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,2012,Home
Stray,2012,March,,,FEMALE,false,LARGE,TORTIE,2012,Euthanized
Stray,2011,June,,,UNKNOWN,false,LARGE,CALICO,2011,Euthanized
Stray,2011,October,,,FEMALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,November,BOXER - MIX,Older than 1 year,MALE,true,LARGE,TRICOLOR,2011,Other
Stray,2012,May,,Infant - Younger than 6 months,MALE,true,KITTN,SEAL PT,2012,Other
Stray,2011,January,,,MALE,false,MED,WHITE,2011,Other
Owner Surrender,2012,February,LHASA APSO - SHETLD SHEEPDOG,Older than 7 years,FEMALE,true,MED,WHITE,2012,Other
Stray,2011,March,SAMOYED - COLLIE ROUGH,Older than 1 year,MALE,true,MED,WHITE,2011,Home
Stray,2011,October,,,MALE,false,LARGE,ORG TIGER,2011,Euthanized
Owner Surrender,2012,September,,Older than 1 year,MALE,true,LARGE,FAWN,2012,Euthanized
Stray,2011,November,,,MALE,true,MED,TAN,2011,Other
Stray,2011,August,DACHSHUND - CHIHUAHUA SH,Older than 1 year,FEMALE,true,SMALL,TRICOLOR,2011,Home
Stray,2012,March,,Youth - Younger than 1 year,FEMALE,true,KITTN,BRN TABBY,2012,Other
Owner Surrender,2011,January,LHASA APSO - SCHNAUZER MIN,Older than 1 year,MALE,true,SMALL,BROWN,2011,Home
Stray,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Owner Surrender,2011,June,,Older than 1 year,FEMALE,true,LARGE,ORG TABBY,2011,Euthanized
Stray,2011,December,,,MALE,false,KITTN,BRN TABBY,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2012,Euthanized
Owner Surrender,2011,August,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,2011,Euthanized
Stray,2012,May,,Youth - Younger than 1 year,FEMALE,true,MED,BLK TABBY,2012,Other
Stray,2011,July,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2011,March,,,FEMALE,false,SMALL,BLACK,2011,Other
Out Patient Spay or Neuter,2011,February,BOSTON TERRIER - PUG,,MALE,true,MED,BL BRINDLE,2011,Other
Owner Surrender,2012,March,PUG - BEAGLE,,FEMALE,false,MED,BROWN,2012,Euthanized
Stray,2011,May,POINTER - MIX,Infant - Younger than 6 months,FEMALE,false,MED,TAN,2011,Other
Owner Surrender,2011,August,,Older than 1 year,MALE,true,SMALL,WHITE,2011,Euthanized
Owner Surrender,2011,February,,Older than 1 year,MALE,true,SMALL,BLACK,2011,Home
Reported Lost by Public,2012,August,,,UNKNOWN,false,,UNKNOWN,2012,Other
Stray,2011,February,,,MALE,false,MED,BLACK,2011,Euthanized
Stray,2011,September,LABRADOR RETR - POINTER,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2012,September,,Older than 7 years,MALE,false,LARGE,BROWN,2012,Home
Owner Surrender,2012,July,CHIHUAHUA SH - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BROWN,2012,Home
Owner Surrender,2011,January,,Older than 7 years,MALE,false,LARGE,ORG TABBY,2011,Euthanized
Owner Surrender,2011,November,,Older than 1 year,MALE,false,LARGE,GRAY TABBY,2011,Euthanized
Owner Surrender,2011,November,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLK TABBY,2011,Other
Stray,2011,November,,,FEMALE,false,MED,CALICO,2011,Euthanized
Stray,2011,December,,,MALE,false,LARGE,GRAY TABBY,2012,Euthanized
Stray,2012,July,,Older than 1 year,UNKNOWN,false,MED,ORG TABBY,2012,Euthanized
Stray,2011,May,,Infant - Younger than 6 months,MALE,false,KITTN,BUFF,2011,Other
Owner Surrender,2011,July,,,MALE,false,SMALL,WHITE,2011,Other
Owner Surrender,2011,October,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,LARGE,BLACK,2011,Euthanized
Stray,2011,October,,Youth - Younger than 1 year,FEMALE,true,SMALL,TORTIE,2011,Other
Stray,2012,March,,Older than 1 year,FEMALE,false,SMALL,BRN TABBY,2012,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012,Euthanized
Owner Surrender,2011,April,JACK RUSS TER - BEAGLE,Older than 1 year,MALE,true,MED,TAN,2011,Other
Stray,2011,November,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2011,January,,Older than 7 years,FEMALE,false,LARGE,BLACK,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Other
Owner Surrender,2012,June,,Youth - Younger than 1 year,MALE,false,SMALL,WHITE,2012,Other
Stray,2011,July,,,FEMALE,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,April,,,FEMALE,false,MED,TORTIE,2011,Euthanized
Foster Return,2012,May,,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Home
Stray,2011,September,PIT BULL - LABRADOR RETR,,FEMALE,false,MED,BL BRINDLE,2011,Euthanized
Stray,2011,February,,,FEMALE,false,MED,BRN TIGER,2011,Euthanized
Foster Return,2011,August,BEAGLE - MIN PINSCHER,Infant - Younger than 6 months,MALE,true,PUPPY,TAN,2011,Other
Stray,2011,June,,,FEMALE,false,KITTN,ORG TABBY,2011,Euthanized
Owner Surrender,2011,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2011,September,MASTIFF - MIX,,MALE,false,PUPPY,TAN,2011,Other
Stray,2011,August,,Older than 1 year,FEMALE,true,MED,WHITE,2011,Home
Owner Surrender,2012,July,,Older than 1 year,FEMALE,false,MED,BROWN,2012,Euthanized
Stray,2011,June,LABRADOR RETR - AM PIT BULL TER,Older than 1 year,MALE,true,LARGE,BLACK,2011,Other
Foster Return,2012,April,,Youth - Younger than 1 year,FEMALE,true,MED,GRAY,2012,Home
Stray,2011,April,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,MED,BLACK,2011,Other
Stray,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,2012,Other
Owner Surrender,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY,2012,Euthanized
Stray,2011,April,,,UNKNOWN,false,KITTN,ORANGE,2011,Other
Reported Lost by Public,2012,August,,,FEMALE,false,MED,UNKNOWN,2012,Other
Owner Surrender,2011,December,,Youth - Younger than 1 year,FEMALE,true,MED,GRAY,2011,Other
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY TABBY,2012,Euthanized
Stray,2011,March,,Older than 1 year,MALE,true,LARGE,RED,2011,Home
Owner Surrender,2011,July,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY TABBY,2011,Home
Owner Surrender,2011,April,GOLDEN RETR - MIX,Older than 1 year,FEMALE,true,MED,TAN,2011,Home
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY TABBY,2012,Other
Owner Surrender,2011,March,LABRADOR RETR - WEIMARANER,Infant - Younger than 6 months,UNKNOWN,false,PUPPY,BLACK,2011,Other
Owner Surrender,2012,May,,Older than 7 years,MALE,true,SMALL,WHITE,2012,Euthanized
Stray,2012,March,LABRADOR RETR - MIX,Older than 7 years,MALE,false,X-LRG,GOLD,2012,Home
Stray,2011,December,,Older than 7 years,FEMALE,true,LARGE,BLACK,2011,Home
Stray,2011,October,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2011,Home
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,2012,Euthanized
Stray,2011,July,,,MALE,false,PUPPY,BLACK,2012,Other
Stray,2011,June,,,FEMALE,false,SMALL,BLACK,2011,Other
Stray,2011,June,,,FEMALE,false,MED,CALICO,2011,Other
Stray,2012,February,,,UNKNOWN,false,MED,GRAY TABBY,2012,Euthanized
Stray,2011,March,,Older than 1 year,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,June,,,MALE,false,MED,BROWN,2011,Euthanized
Stray,2011,December,,Older than 1 year,MALE,true,LARGE,TRICOLOR,2011,Home
Stray,2012,March,,,UNKNOWN,false,KITTN,GRAY TABBY,2012,Other
Owner Surrender,2011,August,ROTTWEILER - PIT BULL,Older than 1 year,MALE,false,LARGE,BR BRINDLE,2011,Euthanized
Reported Lost by Public,2012,September,,,FEMALE,false,MED,UNKNOWN,2012,Other
Stray,2011,July,,,UNKNOWN,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012,Euthanized
Stray,2012,September,,Older than 1 year,UNKNOWN,false,LARGE,TRICOLOR,2012,Euthanized
Owner Surrender,2012,January,LABRADOR RETR - SIBERIAN HUSKY,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Stray,2012,May,,Older than 1 year,FEMALE,false,MED,BLACK,2012,Other
Stray,2012,September,,Older than 1 year,FEMALE,false,LARGE,TAN,2012,Euthanized
Owner Surrender,2012,September,,Older than 1 year,FEMALE,false,MED,BROWN,2012,Euthanized
Stray,2012,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLK TABBY,2012,Euthanized
Owner Surrender,2011,April,,Older than 1 year,FEMALE,true,MED,CALICO,2011,Home
Owner Surrender,2011,January,AUST SHEPHERD - GREAT PYRENEES,Infant - Younger than 6 months,FEMALE,true,PUPPY,TAN,2011,Other
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,ORANGE,2012,Euthanized
Stray,2012,September,,Older than 1 year,MALE,false,KITTN,BUFF,2012,Other
Owner Surrender,2012,September,,Youth - Younger than 1 year,MALE,true,TOY,BROWN,2012,Other
Stray,2011,August,,,MALE,false,SMALL,BLK TIGER,2011,Euthanized
Stray,2011,August,,,MALE,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2012,July,CHOW CHOW - MIX,Older than 1 year,MALE,true,MED,TAN,2012,Home
Stray,2012,September,PIT BULL - MIX,Older than 1 year,FEMALE,false,LARGE,BROWN,2012,Home
Stray,2011,August,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2011,August,,,UNKNOWN,false,KITTN,GRAY TIGER,2011,Euthanized
Owner Surrender,2011,April,RAT TERRIER - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2011,Other
Stray,2011,December,LABRADOR RETR - GERM SHEPHERD,,MALE,false,LARGE,BLACK,2012,Euthanized
Owner Surrender,2011,April,,Older than 1 year,MALE,true,MED,BLACK,2011,Other
Owner Surrender,2012,June,,Older than 1 year,FEMALE,false,SMALL,BRN TABBY,2012,Other
Stray,2011,May,GERM SHEPHERD - LABRADOR RETR,,FEMALE,false,LARGE,BLACK,2011,Other
Owner Surrender,2011,April,,Older than 7 years,MALE,false,MED,BRN TABBY,2011,Other
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012,Other
Stray,2012,May,,,UNKNOWN,false,MED,ORG TABBY,2012,Euthanized
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,August,,,FEMALE,false,KITTN,BLACK,2011,Euthanized
Stray,2012,March,PIT BULL - MIX,Older than 1 year,FEMALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2012,March,GREAT DANE - WHIPPET,Older than 1 year,MALE,true,PUPPY,BROWN,2012,Other
Stray,2011,September,,,MALE,false,KITTN,BLUE,2011,Euthanized
Stray,2012,May,,Infant - Younger than 6 months,MALE,false,SMALL,WHITE,2012,Other
Owner Surrender,2011,August,,,MALE,false,MED,BROWN,2011,Euthanized
Owner Surrender,2012,March,,,FEMALE,false,LARGE,BLACK,2012,Euthanized
Stray,2012,March,,,FEMALE,true,X-LRG,BROWN,2012,Home
Owner Surrender,2012,May,,Infant - Younger than 6 months,MALE,false,SMALL,BLACK,2012,Euthanized
Stray,2011,August,,,MALE,false,KITTN,BLACK,2011,Euthanized
Owner Surrender,2011,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2011,Home
Stray,2011,June,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Owner Surrender,2011,May,AKITA - LABRADOR RETR,Older than 1 year,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2012,February,CHOW CHOW - MIX,Older than 7 years,FEMALE,false,MED,RED,2012,Home
Owner Surrender,2011,January,,Older than 1 year,MALE,true,LARGE,BROWN,2011,Euthanized
Owner Surrender,2012,April,,,FEMALE,false,MED,BLACK,2012,Euthanized
Stray,2011,June,,Youth - Younger than 1 year,MALE,false,SMALL,TRICOLOR,2011,Home
Stray,2011,August,LABRADOR RETR - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2011,Home
Owner Surrender,2011,May,,,MALE,true,X-LRG,BLACK,2011,Euthanized
Stray,2011,March,,,FEMALE,false,MED,CALICO,2011,Euthanized
Stray,2011,June,MIN PINSCHER - MIX,,FEMALE,true,SMALL,BLACK,2011,Home
Stray,2011,April,DOMESTIC SH - DOMESTIC SH,Older than 1 year,MALE,true,LARGE,GRAY,2011,Home
Owner Surrender,2012,January,,Youth - Younger than 1 year,MALE,false,LARGE,BROWN,2012,Euthanized
Stray,2011,October,BEAGLE - MIX,Youth - Younger than 1 year,MALE,true,SMALL,BROWN,2011,Home
Stray,2011,November,,Older than 1 year,MALE,true,MED,WHITE,2011,Other
Foster Return,2012,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Home
Stray,2012,March,,,UNKNOWN,false,MED,BRN TABBY,2012,Other
Stray,2011,March,PIT BULL - ROTTWEILER,Infant - Younger than 6 months,MALE,true,MED,BLACK,2011,Home
Stray,2012,July,,Older than 1 year,MALE,false,MED,TRICOLOR,2012,Other
Owner Surrender,2012,April,,Older than 1 year,UNKNOWN,false,MED,BLACK,2012,Euthanized
Owner Surrender,2012,May,,Older than 1 year,MALE,true,SMALL,BLACK,2012,Home
Stray,2011,March,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Stray,2011,February,,Youth - Younger than 1 year,MALE,true,MED,BLACK,2011,Other
Stray,2011,May,FEIST - CAROLINA DOG,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Owner Surrender,2012,September,,Older than 7 years,FEMALE,true,MED,CALICO,2012,Euthanized
Stray,2012,February,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Owner Surrender,2012,May,COLLIE ROUGH - ST BERNARD RGH,Youth - Younger than 1 year,FEMALE,true,PUPPY,BROWN,2012,Home
Owner Surrender,2012,February,AKITA - LABRADOR RETR,Older than 7 years,MALE,true,MED,BROWN,2012,Euthanized
Stray,2011,July,SIBERIAN HUSKY - MIX,Older than 1 year,MALE,true,LARGE,WHITE,2011,Home
Owner Surrender,2011,November,ROTTWEILER - PIT BULL,Infant - Younger than 6 months,UNKNOWN,false,PUPPY,BROWN,2011,Euthanized
Stray,2011,September,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,November,,,MALE,false,LARGE,BL BRINDLE,2011,Euthanized
Owner Surrender,2012,August,,Older than 1 year,FEMALE,false,MED,GRAY,2012,Euthanized
Owner Surrender,2011,March,MIN PINSCHER - MIX,Older than 7 years,MALE,false,SMALL,BLACK,2011,Euthanized
Owner Surrender,2011,March,,,FEMALE,true,X-LRG,BRN TABBY,2011,Euthanized
Owner Surrender,2011,January,,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2011,Home
Owner Surrender,2011,August,,,UNKNOWN,false,SMALL,BRN TABBY,2011,Euthanized
Stray,2011,July,CHIHUAHUA SH - MIN PINSCHER,Older than 1 year,MALE,true,MED,RED,2011,Euthanized
Stray,2011,July,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BUFF,2011,Euthanized
Stray,2012,March,GERM SHEPHERD - MIX,,MALE,false,LARGE,BLACK,2012,Euthanized
Reported Lost by Public,2012,August,,,MALE,false,LARGE,UNKNOWN,2012,Other
Stray,2011,July,,Infant - Younger than 6 months,FEMALE,false,PUPPY,TRICOLOR,2011,Home
Stray,2012,August,,Older than 1 year,UNKNOWN,false,LARGE,BRN TABBY,2012,Other
Stray,2012,September,,Older than 1 year,FEMALE,false,SMALL,BLACK,2012,Other
Owner Surrender,2011,January,,,MALE,false,LARGE,ORG TABBY,2011,Euthanized
Stray,2012,April,,Older than 1 year,MALE,true,MED,GRAY,2012,Home
Stray,2012,May,,,FEMALE,false,MED,ORANGE,2012,Other
Foster Return,2012,March,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Home
Owner Surrender,2011,July,,Older than 7 years,FEMALE,false,X-LRG,BRN TABBY,2011,Euthanized
Stray,2011,August,,,MALE,false,LARGE,ORG TABBY,2011,Euthanized
Owner Surrender,2011,December,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,2011,Home
Owner Surrender,2011,April,LABRADOR RETR - MIX,Older than 7 years,FEMALE,true,LARGE,BLACK,2011,Euthanized
Foster Return,2012,March,POMERANIAN - CHIHUAHUA LH,Older than 1 year,MALE,true,SMALL,TAN,2012,Home
Stray,2012,July,BEAGLE - MIX,Older than 7 years,FEMALE,false,MED,BROWN,2012,Other
Stray,2011,January,,Older than 1 year,MALE,true,TOY,WHITE,2011,Home
Stray,2011,February,,,FEMALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,May,,Older than 7 years,FEMALE,true,MED,BRN TABBY,2011,Other
Stray,2012,June,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Stray,2012,February,,Older than 1 year,FEMALE,true,MED,BLUE,2012,Other
Stray,2012,September,DOMESTIC SH - MANX,Infant - Younger than 6 months,MALE,false,KITTN,ORG TABBY,2012,Euthanized
Stray,2012,October,,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,2012,Other
Owner Surrender,2011,August,,Older than 7 years,FEMALE,true,MED,CALICO,2011,Euthanized
Owner Surrender,2011,September,,Older than 1 year,MALE,true,LARGE,BROWN,2011,Other
Stray,2012,January,BOSTON TERRIER - YORKSHIRE TERR,Infant - Younger than 6 months,MALE,true,PUPPY,BR BRINDLE,2012,Other
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,TORTIE,2012,Other
